Long,Lat,Depth,T,Sal,CDOM,Turb,TA,O2,pH,pCO2 ,Ar ,SPM,POC,DIC,nDIC,AOU,Temp K,CO2_Gas_conc_?mol_L
176.63,70.104,46,-1.55,32.53,5.69,3.21,2205.8,243.32,7.56,1203.00,0.42,2.95,0.14,2243.00,2413.49,126.20,271.60,53.950
168.44,70.11,0.0,0.81,31.72,,,,318.70,7.87,702.82,0.74,12.40,,2009.01,2216.75,30.76,273.96,31.248
168.44,70.11,7.0,0.76,31.71,,,,316.60,7.87,711.48,0.75,13.86,,2038.27,2249.75,33.34,273.91,31.638
168.0068,70.1348,4.2,2.00,27.60,3.47,0.01,1927.4,370.12,8.11,288.20,1.25,,0.53,1816.00,2303.12,-20.27,275.15,12.758
168.0068,70.1348,8.5,1.96,27.72,4.74,0.01,1946.6,381.58,8.12,285.52,1.28,,0.59,1834.90,2316.63,-31.70,275.11,12.641
168.0068,70.1348,19.9,-1.34,31.10,,0.03,,317.23,,,,,,2132.40,2399.81,54.40,271.81,0.000
168.0068,70.1348,30.4,-1.35,31.11,6.66,0.11,2156.5,307.63,7.79,689.41,0.66,,0.12,2140.30,2407.54,64.03,271.80,30.895
168.0068,70.1348,35.8,-1.35,31.12,,0.13,2157.3,307.41,7.79,689.57,0.66,,,2207.80,2483.45,64.25,271.80,30.902
168.0068,70.1348,39.1,-1.35,31.11,6.48,0.20,2160.1,306.58,7.79,688.71,0.66,,0.18,2149.10,2417.44,65.07,271.80,30.863
172.152,70.154,0,1.54,23.44,6.40,2.71,1667.0,369.94,7.98,358.61,0.75,2.40,0.19,1615.00,2411.29,-4.41,274.69,15.901
172.152,70.154,15,-0.05,28.79,4.68,2.11,1976.0,354.79,7.92,463.04,0.85,,,1920.00,2334.21,10.81,273.10,20.651
172.152,70.154,31,-1.13,30.88,5.78,4.57,2141.0,330.72,7.85,588.70,0.78,4.05,0.21,2101.00,2381.36,39.48,272.02,26.361
175.41,70.16,0,-0.63,28.60,,,,380.10,8.39,159.58,1.61,2.34,,1564.21,1914.24,-8.26,272.52,7.133
175.41,70.16,13,0.22,31.37,,,,421.20,8.35,190.19,1.85,,,1746.13,1948.18,-65.39,273.37,8.474
175.41,70.16,38,-1.54,33.19,,,,259.30,7.79,763.20,0.55,4.22,,1909.05,2013.16,108.19,271.61,34.226
161.27,70.165,0.0,5.70,10.67,38.79,42.21,975.3,352.76,7.59,642.60,0.14,18.30,0.75,1000.00,3279.76,9.37,278.85,28.069
161.27,70.165,9.0,5.21,10.98,32.49,42.90,987.5,356.14,7.59,642.00,0.14,74.15,1.58,1012.00,3225.22,9.66,278.36,28.092
161.2173,70.1683,3.9,1.38,29.28,5.27,0.10,2060.5,306.88,7.67,907.63,0.52,,0.13,2056.60,2458.20,44.03,274.53,40.269
161.2173,70.1683,7.4,1.19,29.37,5.85,0.10,2063.9,304.20,7.66,914.13,0.52,,0.14,2056.70,2450.79,48.18,274.34,40.586
168.494,70.181,0.0,3.79,15.70,17.63,1.88,1251.5,364.86,7.72,553.10,0.26,1.03,0.15,1258.00,2805.07,1.11,276.94,24.326
168.494,70.181,10.0,2.85,22.29,13.44,2.01,1663.5,331.56,7.52,1094.90,0.27,,,1702.00,2672.44,24.99,276.00,48.320
168.494,70.181,39.0,-1.07,29.13,10.25,4.63,2035.0,153.61,7.22,2540.60,0.17,4.34,0.21,2189.00,2629.79,221.11,272.08,113.737
168.496,70.182,2.8,0.18,30.31,5.54,8.54,2099.8,315.49,7.93,486.91,0.91,11.59,,2036.39,2351.87,43.66,273.33,21.698
168.496,70.182,5.9,0.24,31.35,3.37,8.52,2160.4,319.23,7.91,518.52,0.93,,,2096.99,2341.46,36.43,273.39,23.101
168.496,70.182,10.3,0.25,31.86,2.31,8.09,2186.7,308.03,7.90,532.15,0.94,,,2123.07,2332.17,46.11,273.40,23.707
168.496,70.182,19.5,0.25,31.87,2.30,8.17,2191.3,307.29,7.90,533.30,0.94,,,2127.68,2336.54,46.84,273.40,23.759
168.496,70.182,29.7,0.25,31.87,2.34,7.70,2192.8,307.08,7.90,536.10,0.93,,,2129.67,2338.50,47.03,273.40,23.884
168.496,70.182,36.5,0.25,31.88,2.36,8.19,2195.2,307.13,7.90,536.60,0.93,15.07,,2131.96,2340.95,46.97,273.40,23.906
169.997,70.197,3.3,-0.29,32.34,1.29,1.14,2219.5,,7.90,535.11,0.95,9.53,,2158.05,2335.74,,272.86,23.886
169.997,70.197,21.2,-0.28,32.34,1.32,1.08,2220.2,,7.90,535.29,0.94,13.70,,2158.81,2336.45,,272.87,23.894
170.394,70.212,0.0,3.77,21.18,7.19,22.31,1534.4,351.18,7.63,800.20,0.31,0.61,0.10,1549.00,2560.06,0.09,276.92,35.196
170.394,70.212,22.0,-0.25,24.10,9.50,1.38,1779.0,328.34,7.69,762.70,0.38,,,1790.00,2599.27,52.89,272.90,34.041
170.394,70.212,31.0,-0.79,27.78,8.12,3.69,1867.7,349.96,7.67,811.80,0.42,3.18,0.16,1878.00,2366.10,25.93,272.36,36.305
177.158,70.243,0,1.31,24.87,3.19,1.17,1747.0,372.92,8.06,301.15,0.97,0.40,0.10,1670.00,2349.81,-9.23,274.46,13.365
177.158,70.243,25,-0.10,27.98,2.04,1.02,1949.0,386.01,8.19,234.10,1.44,,0.17,1821.00,2277.89,-17.63,273.05,10.443
177.158,70.243,50,-1.21,31.82,5.46,2.85,2206.0,221.81,7.56,1215.07,0.42,2.00,0.03,2243.00,2466.97,146.44,271.94,54.424
177.203,70.266,0,2.71,22.17,2.02,1.13,1604.6,359.83,7.93,400.00,0.62,0.55,0.06,1565.00,2470.64,-1.65,275.86,17.662
177.203,70.266,10,0.29,30.67,2.45,1.12,2098.0,419.44,8.06,347.10,1.22,,,1993.00,2274.67,-62.35,273.44,15.461
177.203,70.266,30,-0.45,32.27,4.59,1.04,2214.8,371.56,7.86,592.50,0.85,,,2165.00,2348.15,-11.94,272.70,26.465
177.203,70.266,50,-1.64,32.36,5.50,1.80,2223.1,264.88,7.63,1030.00,0.49,1.45,0.13,2241.00,2423.65,106.03,271.51,46.207
168.24,70.32,0.0,1.40,30.73,,,,344.10,8.13,335.12,1.15,4.90,,1737.37,1978.78,2.75,274.55,14.867
168.24,70.32,10.0,0.21,31.47,,,,366.60,8.15,352.01,1.31,,,1941.07,2158.80,-10.97,273.36,15.685
168.24,70.32,33.0,-0.22,32.04,,,,296.80,7.86,631.56,0.63,7.70,,1803.66,1970.29,61.26,272.93,28.185
189.509,70.326,2,6.47,31.66,,,2292.0,304.77,8.07,261.00,2.32,0.41,,2070.00,2288.38,-0.36,279.62,11.369
189.509,70.326,4,6.47,31.66,,,2291.0,306.06,8.06,270.00,2.27,,,2076.00,2295.01,-1.65,279.62,11.761
189.509,70.326,10,6.48,31.66,,,2292.0,304.49,8.07,261.00,2.32,,,2070.00,2288.38,-0.15,279.63,11.369
189.509,70.326,15,6.47,31.66,,,2292.0,303.03,8.06,274.00,2.24,,,2079.00,2298.33,1.38,279.62,11.935
189.509,70.326,25,5.90,31.73,,,2285.0,294.70,8.02,290.00,2.08,0.77,,2087.00,2302.08,13.62,279.05,12.658
170.00,70.33,0,0.95,29.99,,,,358.30,8.29,239.41,1.62,2.10,,1796.94,2097.13,-5.41,274.10,10.639
170.00,70.33,10,1.01,30.96,,,,343.00,8.18,318.37,1.36,,,1863.87,2107.09,6.71,274.16,14.145
170.00,70.33,26,0.47,31.23,,,,323.00,8.08,394.80,1.06,2.36,,1843.91,2066.50,30.89,273.62,17.575
162.486,70.333,0.0,2.86,21.33,15.64,6.05,1589.0,361.67,7.82,515.31,0.51,7.25,0.27,1571.00,2577.40,-2.62,276.01,22.740
162.486,70.333,9.0,2.03,22.05,14.32,15.30,1638.0,356.75,7.79,563.25,0.48,8.48,0.28,1626.00,2581.08,8.07,275.18,24.931
187.5,70.333,0,6.87,32.07,,,2319.0,300.12,8.12,235.00,2.60,0.20,,2068.00,2256.94,0.58,280.02,10.222
187.5,70.333,5,6.87,32.07,,,2319.0,299.60,8.12,235.00,2.60,,,2068.00,2256.94,1.10,280.02,10.222
187.5,70.333,10,6.86,32.07,,,2317.0,299.93,8.13,232.00,2.61,,,2065.00,2253.66,0.84,280.01,10.092
187.5,70.333,15,6.80,32.08,,,2319.0,304.89,8.13,230.00,2.62,,,2066.00,2254.05,-3.72,279.95,10.007
187.5,70.333,25,0.11,32.40,,,2319.0,413.57,8.13,164.00,2.59,,,2062.00,2227.47,-59.58,273.26,7.310
187.5,70.333,36,-0.17,32.43,,,2337.0,373.50,8.01,227.00,2.05,0.78,,2139.00,2308.51,-17.00,272.98,10.129
185.509,70.337,2,7.59,31.69,,,2306.0,297.62,8.11,250.00,2.52,0.34,,2065.00,2280.69,-1.00,280.74,10.847
185.509,70.337,5,7.57,31.70,,,2305.0,297.26,8.11,248.00,2.53,,,2063.00,2277.76,-0.52,280.72,10.761
185.509,70.337,9,7.56,31.74,,,2305.0,297.15,8.12,246.00,2.54,,,2061.00,2272.68,-0.43,280.71,10.674
185.509,70.337,14,7.50,31.77,,,2306.0,297.28,8.12,244.00,2.55,,,2061.00,2270.54,-0.22,280.65,10.590
185.509,70.337,22,3.49,32.45,,,2338.0,330.67,8.06,241.00,2.28,,,2118.00,2284.44,-5.78,276.64,10.611
185.509,70.337,24,3.00,32.47,,,2333.0,289.00,7.94,318.00,1.81,,,2165.00,2333.69,39.77,276.15,14.026
185.509,70.337,50,2.61,32.53,,,2340.0,265.22,7.87,377.00,1.56,2.05,,2200.00,2367.05,66.60,275.76,16.652
184.14,70.34,0,-0.05,29.67,,,,369.40,8.38,156.15,1.59,1.16,,1504.29,1774.52,-6.28,273.10,6.964
184.14,70.34,10,1.06,30.66,,,,375.50,8.39,172.95,1.92,,,1678.86,1916.51,-25.43,274.21,7.682
184.14,70.34,20,-1.20,32.02,,,,390.30,8.40,157.67,1.93,,,1686.64,1843.60,-22.76,271.95,7.062
184.14,70.34,50,-1.81,33.71,,,,229.10,7.74,868.69,0.50,1.66,,1947.18,2021.69,139.55,271.34,38.995
185.71,70.35,0,4.28,31.71,,,,344.40,8.30,223.78,1.77,,,1658.36,1830.42,-23.91,277.43,9.825
185.71,70.35,20,3.47,32.20,,,,343.10,8.34,211.51,2.02,,,1764.85,1918.32,-17.44,276.62,9.313
185.71,70.35,30,2.66,32.32,,,,289.90,8.01,458.10,0.96,,,1764.57,1910.89,42.03,275.81,20.230
185.71,70.35,52,1.83,32.49,,,,285.70,7.95,537.03,0.82,0.11,,1803.21,1942.52,52.77,274.98,23.788
187.96,70.37,0,3.96,31.88,,,,323.90,8.31,209.55,1.77,0.81,,1619.08,1777.53,-1.33,277.11,9.211
187.96,70.37,20,3.41,32.20,,,,338.50,8.32,218.31,1.90,,,1735.59,1886.51,-12.36,276.56,9.615
187.96,70.37,35,1.94,32.48,,,,308.00,8.15,330.49,1.29,0.41,,1783.74,1922.14,29.56,275.09,14.633
189.67,70.37,0,0.91,29.81,,,,360.20,8.32,190.41,1.47,0.56,,1543.25,1811.93,-6.45,274.06,8.463
189.67,70.37,15,0.80,29.80,,,,359.60,8.32,195.40,1.51,,,1592.09,1869.90,-4.82,273.95,8.688
189.67,70.37,26,0.07,32.42,,,,374.90,8.25,268.62,1.68,0.91,,1939.58,2093.94,-20.60,273.22,11.975
185.701,70.375,3.238,5.76,31.11,1.06,0.17,2164.7,283.63,8.12,316.41,1.76,11.66,,2006.90,2257.78,27.12,278.91,13.818
185.701,70.375,14.514,5.72,31.15,1.06,0.12,2165.6,279.00,8.11,320.46,1.74,,,2009.60,2258.30,31.96,278.87,13.997
185.701,70.375,25.067,4.42,31.68,1.47,0.08,2186.4,244.01,7.99,441.62,1.31,,,2078.30,2295.94,75.50,277.57,19.380
185.701,70.375,29.711,3.73,31.94,1.47,0.07,2200.1,232.11,7.94,500.35,1.16,,,2109.60,2311.56,92.13,276.88,22.011
185.701,70.375,39.092,2.78,32.27,1.59,1.25,2218.1,206.53,7.82,673.14,0.88,,,2165.50,2348.39,124.53,275.93,29.714
185.701,70.375,51.04,2.78,32.30,1.59,7.31,2219.5,207.24,7.80,698.97,0.85,15.98,,2171.00,2352.48,123.78,275.93,30.855
161.201,70.425,0.0,4.17,17.12,26.81,17.84,1389.0,364.38,7.81,488.22,0.40,17.70,0.47,1380.00,2822.04,-5.78,277.32,21.443
161.201,70.425,10.0,1.94,22.80,15.19,21.86,1684.0,349.47,7.72,676.78,0.43,21.10,0.46,1683.00,2583.29,14.02,275.09,29.966
177.781,70.425,0,1.10,23.13,1.69,1.32,1657.7,380.09,8.00,339.70,0.73,0.95,0.11,1604.00,2427.68,-9.44,274.25,15.087
177.781,70.425,10,-0.26,28.33,2.97,1.44,1883.8,410.08,8.05,326.40,0.99,,,1801.00,2225.39,-41.10,272.89,14.569
177.781,70.425,30,-1.57,32.15,4.82,1.03,2209.5,392.04,7.93,497.20,0.94,,,2145.00,2334.90,-21.23,271.58,22.299
177.781,70.425,47.8,-1.66,32.44,5.59,1.83,2217.3,264.53,7.63,1033.70,0.49,,,2236.00,2412.80,106.40,271.49,46.377
166.985,70.434,0.0,1.61,22.37,6.68,1.18,1612.0,375.93,7.95,376.24,0.67,0.50,,1570.00,2456.56,-8.07,274.76,16.679
166.985,70.434,25.0,-0.84,29.11,5.69,2.97,2008.0,354.94,7.90,494.33,0.80,2.25,,1960.00,2356.52,17.50,272.31,22.111
161.02,70.45,0.0,2.82,24.76,,,,342.30,8.02,315.62,0.49,33.40,,1127.88,1594.33,7.88,275.97,13.930
161.02,70.45,7.0,2.87,25.25,,,,339.80,8.02,314.60,0.50,47.32,,1127.44,1562.79,8.64,276.02,13.883
161.203,70.45,0.0,6.17,9.89,48.32,28.44,961.8,349.20,7.58,661.00,0.14,29.00,0.89,988.00,3496.39,10.86,279.32,28.824
161.203,70.45,9.4,6.02,10.13,46.62,30.47,962.4,355.08,7.57,679.90,0.13,30.29,0.89,990.00,3420.67,5.69,279.17,29.664
168.618,70.459,0.0,3.21,20.54,21.89,2.33,1509.0,355.58,7.77,556.50,0.41,0.75,0.12,1501.00,2557.09,2.43,276.36,24.527
168.618,70.459,17.0,1.74,22.11,9.60,1.05,1536.8,380.89,7.78,536.50,0.42,,,1526.00,2415.68,-13.48,274.89,23.772
168.618,70.459,26.0,-1.01,28.95,10.11,4.23,1181.0,175.82,7.29,1249.30,0.11,4.03,0.17,1250.00,1511.22,198.80,272.14,55.915
178.001,70.477,0,0.22,27.09,1.69,1.11,1893.0,378.32,8.15,253.60,1.29,0.10,,1783.00,2303.22,-10.44,273.37,11.300
178.001,70.477,18,-0.74,28.88,2.50,1.75,2001.0,375.56,8.13,281.19,1.29,,,1891.00,2291.33,-3.46,272.41,12.573
178.001,70.477,50,-1.39,31.75,5.54,2.20,2207.0,222.69,7.61,1079.01,0.47,1.35,0.16,2231.00,2459.64,147.48,271.76,48.360
171.601,70.483,0,0.37,21.24,2.56,2.50,1492.8,385.09,7.88,417.20,0.46,0.79,0.09,1472.00,2425.30,-1.68,273.52,18.578
171.601,70.483,10,-0.27,24.14,4.58,1.07,1749.1,401.94,7.93,419.40,0.64,,,1711.00,2480.28,-20.61,272.88,18.720
171.601,70.483,30.8,-1.05,29.29,7.67,14.61,2014.0,365.26,7.85,560.20,0.69,2.98,0.16,1979.00,2365.12,8.80,272.10,25.077
171.99,70.484,0,0.90,23.58,5.74,1.16,1693.0,381.43,7.99,352.00,0.77,0.10,0.03,1640.00,2434.17,-10.15,274.05,15.645
171.99,70.484,10,0.61,24.17,4.80,1.12,1702.0,380.92,8.01,332.21,0.81,,,1643.00,2379.38,-8.46,273.76,14.781
171.99,70.484,20,-0.20,25.88,3.91,1.11,1835.0,400.69,8.12,271.23,1.11,,,1743.00,2356.84,-25.22,272.95,12.103
171.99,70.484,35,-1.22,30.88,6.38,4.74,2156.0,317.10,7.84,615.26,0.76,3.00,0.16,2120.00,2402.76,53.99,271.93,27.559
173.13,70.484,0,2.62,21.66,3.78,1.26,1579.1,362.51,7.83,501.30,0.49,0.71,0.07,1559.00,2519.72,-2.17,275.77,22.141
173.13,70.484,10,2.16,25.49,3.75,1.04,1813.8,398.18,7.85,521.80,0.65,,,1779.00,2443.10,-44.02,275.31,23.086
173.13,70.484,37.2,-1.44,31.54,6.28,4.25,2126.1,227.16,7.50,1359.40,0.35,4.59,0.18,2181.00,2420.46,144.20,271.71,60.940
170.121,70.485,0,2.40,21.05,5.10,5.52,1514.0,364.95,7.82,489.10,0.45,0.59,0.07,1497.00,2489.09,-0.83,275.55,21.620
170.121,70.485,10,1.42,21.13,4.45,1.02,1521.7,366.69,7.83,474.10,0.45,,,1505.00,2493.33,6.57,274.57,21.032
170.121,70.485,17,0.84,21.87,6.31,1.04,1598.6,376.77,7.83,500.90,0.46,,,1583.00,2532.89,0.09,273.99,22.268
170.121,70.485,26,-0.83,27.56,9.42,30.42,1917.8,331.51,7.64,886.50,0.40,1.43,0.09,1935.00,2457.32,45.36,272.32,39.651
175.49,70.49,0,-0.61,29.72,,,,381.40,8.38,177.07,1.78,1.77,,1709.32,2012.99,-13.00,272.54,7.914
175.49,70.49,15,-1.03,31.20,,,,409.50,8.36,187.04,1.83,,,1775.56,1991.81,-41.26,272.12,8.372
175.49,70.49,41,-1.76,33.36,,,,259.30,7.81,739.40,0.60,2.62,,1967.21,2063.92,109.88,271.39,33.185
174.632,70.496,0,2.29,22.39,2.78,1.44,1603.1,365.26,7.89,436.10,0.57,1.44,0.00,1571.00,2455.93,-3.82,275.44,19.285
174.632,70.496,10,1.78,25.53,1.46,1.00,1832.2,394.13,7.87,512.00,0.66,,,1796.00,2462.26,-36.64,274.93,22.683
174.632,70.496,41.6,-1.63,32.10,5.66,5.81,2176.6,247.98,7.59,1121.70,0.43,6.20,0.26,2207.00,2406.24,123.63,271.52,50.320
176.105,70.503,0,1.49,21.75,1.56,3.10,1543.3,373.33,7.91,400.70,0.54,0.76,0.20,1512.00,2432.99,-2.57,274.64,17.771
176.105,70.503,10,-0.40,29.75,2.79,1.00,2047.8,409.01,8.02,377.50,1.04,,,1964.00,2310.36,-42.75,272.75,16.858
176.105,70.503,45,-1.60,32.17,6.47,99.06,2192.0,266.90,7.62,1042.30,0.47,1.19,0.16,2213.00,2407.79,104.18,271.55,46.752
164.54,70.51,0.0,1.40,28.37,,,,348.40,8.12,217.29,0.65,5.90,,1075.67,1327.05,4.80,274.55,9.640
164.54,70.51,15.0,1.89,28.97,,,,337.40,8.12,269.11,0.80,9.34,,1309.77,1582.40,9.80,275.04,11.917
177.574,70.514,0,1.22,23.61,1.83,1.26,1686.0,374.07,7.98,362.80,0.72,0.78,0.16,1634.00,2422.38,-5.99,274.37,16.106
177.574,70.514,10,0.36,27.47,2.58,1.42,1846.5,395.28,8.00,360.00,0.89,,,1776.00,2262.56,-29.84,273.51,16.032
177.574,70.514,30,-1.61,32.33,5.77,1.00,2168.6,285.89,7.66,946.50,0.51,,,2179.00,2359.04,84.79,271.54,42.456
177.574,70.514,44,-1.65,32.40,6.15,2.47,2173.8,268.03,7.60,1089.40,0.45,2.72,0.12,2200.00,2376.44,102.82,271.50,48.873
173.54,70.52,0,-0.03,29.40,,,,369.10,8.28,228.76,1.43,2.56,,1700.02,2023.83,-5.41,273.12,10.202
173.54,70.52,10,0.53,31.17,,,,414.40,8.28,231.47,1.58,,,1746.43,1961.03,-60.90,273.68,10.302
173.54,70.52,30,-1.30,33.07,,,,255.40,7.80,807.07,0.61,4.73,,2045.62,2165.01,110.09,271.85,36.161
170.66,70.54,0,-0.15,29.43,,,,367.00,8.33,209.31,1.68,1.27,,1778.13,2114.66,-2.24,273.00,9.339
170.66,70.54,10,0.86,29.92,,,,365.40,8.30,240.11,1.70,,,1855.64,2170.70,-11.50,274.01,10.673
170.66,70.54,27,-0.77,32.08,,,,298.30,7.95,535.77,0.82,3.10,,1920.55,2095.36,64.88,272.38,23.958
165.707,70.56,0.0,2.92,15.90,12.06,2.96,1997.5,372.99,7.75,810.90,0.44,0.70,0.12,2009.00,4421.44,0.58,276.07,35.777
161.2170,70.5665,4.1,4.26,24.93,12.01,0.10,1838.0,355.57,7.92,460.91,0.82,,0.18,1770.50,2485.33,-18.19,277.41,20.237
161.2170,70.5665,8.2,2.04,28.49,8.24,0.27,2014.6,328.41,7.75,733.89,0.62,,0.22,1988.90,2443.35,18.74,275.19,32.483
178.287,70.584,0,0.58,21.83,1.39,1.13,1530.4,395.76,8.06,272.10,0.72,,,1472.00,2360.05,-16.18,273.73,12.108
178.287,70.584,10,-0.72,29.03,2.31,1.10,1922.0,,8.25,197.90,1.52,,,1775.00,2140.32,,272.43,8.848
178.287,70.584,30,-1.63,32.53,5.21,1.08,2190.4,280.58,7.65,973.70,0.51,,,2203.00,2370.45,89.72,271.52,43.679
178.287,70.584,47.2,-1.63,32.38,5.24,2.08,2175.2,274.21,7.64,975.20,0.50,,,2189.00,2366.16,96.52,271.52,43.747
164.986,70.625,0.0,2.63,19.43,15.22,1.71,1462.0,395.53,7.89,410.74,0.51,0.85,0.17,1438.00,2590.64,-29.08,275.78,18.141
164.986,70.625,10.0,1.36,20.86,9.92,1.38,1543.0,375.23,7.92,394.29,0.56,,,1513.00,2538.78,-0.62,274.51,17.495
164.986,70.625,18.0,-0.23,25.46,7.19,5.79,1818.0,360.87,7.88,481.48,0.65,4.60,,1785.00,2453.53,16.17,272.92,21.488
170.03,70.66,0,1.19,30.71,,,,341.60,8.16,336.81,1.29,3.00,,1854.50,2113.56,7.17,274.34,14.954
170.03,70.66,10,1.00,31.08,,,,338.00,8.12,368.16,1.18,,,1853.93,2087.76,11.48,274.15,16.357
170.03,70.66,25,0.70,31.46,,,,325.90,8.05,452.35,1.05,3.86,,1941.13,2159.55,25.26,273.85,20.120
178.472,70.668,0,0.30,27.17,1.56,1.09,1905.0,376.01,8.16,252.35,1.32,0.30,0.09,1792.00,2308.38,-9.12,273.45,11.241
178.472,70.668,25,-1.38,27.52,5.38,2.04,1926.0,379.32,8.20,227.61,1.37,,,1806.00,2296.49,3.37,271.77,10.201
178.472,70.668,42,-1.39,31.78,5.35,2.17,2200.0,259.31,7.69,884.09,0.57,1.20,0.12,2201.00,2423.67,110.81,271.76,39.625
169.1315,70.6983,4.1,1.39,27.64,3.15,0.01,1933.1,375.39,8.15,262.29,1.32,,0.63,1808.10,2289.32,-20.08,274.54,11.637
169.1315,70.6983,9.8,1.26,27.72,4.20,0.02,1939.8,380.57,8.17,251.70,1.37,,0.70,1837.70,2320.34,-24.35,274.41,11.172
169.1315,70.6983,15.0,-0.02,29.17,,0.01,2038.9,446.35,8.24,214.77,1.64,,,1879.60,2255.29,-82.06,273.13,9.578
169.1315,70.6983,19.9,-1.03,30.43,,0.02,2116.3,467.22,8.24,221.98,1.67,,,1955.20,2248.91,-96.74,272.12,9.936
169.1315,70.6983,25.2,-1.40,31.40,3.58,0.02,2168.8,348.92,7.93,484.34,0.92,,0.12,2108.80,2350.83,22.42,271.75,21.709
169.1315,70.6983,36.4,-1.47,31.57,4.15,0.08,2185.8,292.14,7.76,735.14,0.64,,0.85,2177.30,2413.79,79.38,271.68,32.959
163.992,70.722,0.0,2.29,19.45,14.65,4.22,1443.0,373.67,7.84,456.84,0.44,4.00,0.24,1428.00,2569.52,-4.07,275.44,20.202
163.992,70.722,11.2,0.00,23.63,9.80,10.56,1715.0,330.91,7.70,712.93,0.40,9.42,0.31,1723.00,2551.89,49.24,273.15,31.791
161.137,70.734,0.0,5.72,10.40,48.33,27.42,977.7,354.87,7.59,645.20,0.14,25.27,1.00,1002.00,3373.32,7.90,278.87,28.181
161.137,70.734,9.0,5.71,10.51,48.06,39.49,986.2,351.11,7.58,669.90,0.14,30.04,0.86,1013.00,3373.17,11.36,278.86,29.260
178.66,70.739,0,1.89,24.68,1.70,1.58,1771.1,368.23,7.99,367.40,0.82,0.55,0.09,1709.00,2424.02,-9.43,275.04,16.270
178.66,70.739,10,0.68,28.07,2.56,1.48,1941.2,373.67,7.99,386.80,0.94,,,1868.00,2329.28,-13.01,273.83,17.205
178.66,70.739,30,-0.30,29.10,3.45,2.35,2003.7,406.87,8.04,350.30,1.05,2.08,0.13,1917.00,2305.73,-39.68,272.85,15.638
131.34,70.801,0.0,4.57,7.35,82.32,7.29,993.0,371.00,7.80,427.69,0.19,6.30,0.23,1006.00,4789.82,10.95,277.72,18.758
131.34,70.801,6.0,4.77,7.89,81.52,7.72,1025.0,369.00,7.80,435.54,0.21,4.30,0.23,1037.00,4600.13,9.49,277.92,19.088
162.877,70.834,0.0,3.50,12.73,21.53,47.21,1026.4,375.23,7.72,475.50,0.19,1.13,0.50,1037.00,2850.06,1.81,276.65,20.935
162.877,70.834,17.6,0.28,20.03,21.75,28.21,1575.2,370.10,7.52,1046.20,0.21,21.03,0.63,1624.00,2838.23,17.93,273.43,46.605
167.993,70.854,0.0,0.69,23.82,5.09,1.12,1714.0,380.81,7.95,390.07,0.72,0.52,0.14,1668.00,2450.58,-8.18,273.84,17.350
167.993,70.854,15.0,-0.40,25.37,2.64,1.09,1796.0,331.96,7.97,384.61,0.77,,,1744.00,2405.71,47.06,272.75,17.176
167.993,70.854,28.0,-0.70,27.91,4.88,2.26,1966.0,402.57,7.81,608.57,0.63,,,1944.00,2437.42,-27.99,272.45,27.207
167.993,70.854,41.0,-1.14,30.23,6.41,3.63,2104.0,316.54,7.81,635.51,0.70,2.10,0.19,2076.00,2403.36,55.59,272.01,28.457
170.01,70.90,0,1.14,29.74,,,,352.60,8.29,255.35,1.70,2.00,,1895.00,2230.16,-0.76,274.29,11.339
170.01,70.90,15,0.05,31.73,,,,303.60,8.00,521.93,0.98,,,2038.17,2248.22,52.80,273.20,23.270
170.01,70.90,26,-0.33,31.89,,,,292.00,7.96,555.70,0.87,2.94,,1998.88,2193.81,67.52,272.82,24.810
182.79,70.97,0,-0.18,29.87,,,,370.10,8.30,191.32,1.35,1.86,,1513.81,1773.79,-6.30,272.97,8.537
182.79,70.97,12,1.01,30.39,,,,360.60,8.30,193.86,1.45,,,1532.78,1765.29,-9.34,274.16,8.613
182.79,70.97,32,-1.77,33.21,,,,275.30,7.83,717.52,0.65,2.14,,2006.41,2114.55,94.41,271.38,32.204
187.509,70.976,2,6.65,32.20,,,2319.0,311.55,8.16,208.00,2.81,0.07,,2047.00,2225.00,-9.61,279.80,9.055
187.509,70.976,5,6.65,32.20,,,2319.0,309.69,8.16,208.00,2.81,,,2047.00,2225.00,-7.75,279.80,9.055
187.509,70.976,9,6.65,32.20,,,2319.0,309.49,8.16,208.00,2.80,,,2047.00,2225.00,-7.55,279.80,9.055
187.509,70.976,14,6.65,32.20,,,2319.0,309.82,8.16,207.00,2.81,,,2046.00,2223.91,-7.88,279.80,9.011
187.509,70.976,24,3.20,32.33,,,2320.0,312.02,8.16,177.00,2.75,,,2048.00,2217.14,15.48,276.35,7.801
187.509,70.976,38,1.62,32.33,,,2325.0,332.29,7.97,274.00,1.90,1.25,,2145.00,2322.15,8.40,274.77,12.146
189.511,70.976,2,5.16,30.02,,,2163.0,319.11,8.09,223.00,2.19,0.10,,1952.00,2275.82,-1.33,278.31,9.760
189.511,70.976,4,5.16,30.02,,,2163.0,315.48,8.10,220.00,2.21,,,1950.00,2273.48,2.30,278.31,9.628
189.511,70.976,9,7.16,31.74,,,2278.0,320.59,8.17,205.00,2.78,,,2008.00,2214.24,-21.15,280.31,8.908
189.511,70.976,14,6.87,32.03,,,2301.0,313.37,8.16,209.00,2.78,,,2031.00,2219.33,-12.58,280.02,9.091
189.511,70.976,25,6.60,32.26,,,2327.0,308.50,8.17,205.00,2.84,,,2050.00,2224.12,-6.34,279.75,8.926
